paperid,year
53e997e4b7602d9701fda5b9,2013
53e997e4b7602d9701fda5ba,1987
53e997e4b7602d9701fda42e,2011
53e997e4b7602d9701fda5d1,2014
53e997e4b7602d9701fda5d9,1999
53e997e4b7602d9701fda5eb,2001
53e997e4b7602d9701fda4f8,2010
53e997e4b7602d9701fda519,2013
53e997e4b7602d9701fda5f0,2009
53e997e4b7602d9701fda5f1,2008
53e997e4b7602d9701fda52f,1993
53e997e4b7602d9701fda53b,2013
53e997e4b7602d9701fda3e0,2008
53e997e4b7602d9701fda655,2009
53e997e4b7602d9701fda3e6,2011
53e997e4b7602d9701fda67f,1968
53e997e4b7602d9701fda68d,2011
53e997e4b7602d9701fda55a,2010
53e997e4b7602d9701fda691,2009
53e997e4b7602d9701fda3f8,1986
53e997e4b7602d9701fda699,2011
53e997e4b7602d9701fda56c,2013
53e997e4b7602d9701fda41a,2013
53e997e4b7602d9701fda589,2008
53e997e4b7602d9701fda601,2005
53e997e4b7602d9701fda4aa,2008
53e997e4b7602d9701fda4ae,1996
53e997e4b7602d9701fda723,2001
53e997e4b7602d9701fda728,2011
53e997e4b7602d9701fda622,2004
53e997e4b7602d9701fda735,1993
53e997e4b7602d9701fda647,1990
53e997e4b7602d9701fda667,2008
53e997e4b7602d9701fda4d3,2004
53e997e4b7602d9701fda6b4,2012
53e997e4b7602d9701fda794,2012
53e997e4b7602d9701fda592,2013
53e997e4b7602d9701fda7aa,2001
53e997e4b7602d9701fda7b0,2011
53e997e4b7602d9701fda7ce,2013
53e997e4b7602d9701fda7df,2011
53e997e4b7602d9701fda6ac,2005
53e997e4b7602d9701fda6c3,2001
53e997e4b7602d9701fda6c7,2007
53e997e4b7602d9701fda6ca,1996
53e997e4b7602d9701fda6d4,1992
53e997e4b7602d9701fda884,2008
53e997e4b7602d9701fda704,1995
53e997e4b7602d9701fda708,2008
53e997e4b7602d9701fda895,1997
53e997e4b7602d9701fda71d,2003
53e997e4b7602d9701fda773,2006
53e997e4b7602d9701fda8b9,2012
53e997e4b7602d9701fda49b,2004
53e997e4b7602d9701fda98d,2009
53e997e4b7602d9701fda99c,2010
53e997e4b7602d9701fda7c3,2005
53e997e4b7602d9701fda7cd,1975
53e997e4b7602d9701fda8d3,2011
53e997e4b7602d9701fda801,1996
53e997e4b7602d9701fda80a,1995
53e997e4b7602d9701fda9cf,2013
53e997e4b7602d9701fda8e3,2003
53e997e4b7602d9701fda9d3,2012
53e997e4b7602d9701fda8e4,2011
53e997e4b7602d9701fda9e4,2008
53e997e4b7602d9701fda9e5,2012
53e997e4b7602d9701fda9e8,2008
53e997e4b7602d9701fda9ea,2002
53e997e4b7602d9701fda9ed,2003
53e997e4b7602d9701fda8f4,1995
53e997e4b7602d9701fda9fd,2009
53e997e4b7602d9701fda903,1970
53e997e4b7602d9701fda82f,2008
53e997e4b7602d9701fdaa2b,2003
53e997e4b7602d9701fdaa38,2008
53e997e4b7602d9701fda911,2014
53e997e4b7602d9701fdaa3f,2003
53e997e4b7602d9701fda863,2013
53e997e4b7602d9701fda917,1993
53e997e4b7602d9701fdaa55,2000
53e997e4b7602d9701fdaa5f,2010
53e997e4b7602d9701fda877,2009
53e997e4b7602d9701fdaa70,2011
53e997e4b7602d9701fdaa8c,2001
53e997e4b7602d9701fdaa92,2012
53e997e4b7602d9701fdaa95,2010
53e997e4b7602d9701fda945,2013
53e997e4b7602d9701fda951,2012
53e997e4b7602d9701fda95e,2012
53e997e4b7602d9701fda961,2010
53e997e4b7602d9701fdaab9,2014
53e997e4b7602d9701fda97b,1999
53e997e4b7602d9701fdaae7,2005
53e997e4b7602d9701fdaaff,2006
53e997e4b7602d9701fdab23,2006
53e997e4b7602d9701fdab30,2008
53e997e4b7602d9701fdab3d,2011
53e997e4b7602d9701fdab4a,2004
53e997e4b7602d9701fdab56,1993
53e997e4b7602d9701fdab70,2010
53e997e4b7602d9701fdab79,1992
53e997e4b7602d9701fdab7c,2008
53e997e4b7602d9701fdab7f,2005
53e997e4b7602d9701fdab86,2010
53e997e4b7602d9701fdaba4,2003
53e997e4b7602d9701fdabc6,1999
53e997e4b7602d9701fdabcc,2000
53e997e4b7602d9701fdadad,1977
53e997e4b7602d9701fdadae,2013
53e997e4b7602d9701fdadb8,1989
53e997e4b7602d9701fdadc3,1999
53e997e4b7602d9701fdadec,2001
53e997e4b7602d9701fdac30,2006
53e997e4b7602d9701fdadf6,2000
53e997e4b7602d9701fdae04,2003
53e997e4b7602d9701fdae12,2007
53e997e4b7602d9701fdae1d,2012
53e997e4b7602d9701fdac66,2000
53e997e4b7602d9701fdae1f,1986
53e997e4b7602d9701fdac6a,2005
53e997e4b7602d9701fdae27,2006
53e997e4b7602d9701fdae2c,1977
53e997e4b7602d9701fdac76,2009
53e997e4b7602d9701fdac90,2003
53e997e4b7602d9701fdac97,2009
53e997e4b7602d9701fdaca0,2009
53e997e4b7602d9701fdae79,1984
53e997e4b7602d9701fdae86,2003
53e997e4b7602d9701fdae89,1976
53e997e4b7602d9701fdae8f,1993
53e997e4b7602d9701fdaccb,2012
53e997e4b7602d9701fdae9c,1994
53e997e4b7602d9701fdacde,1993
53e997e4b7602d9701fdacf3,2014
53e997e4b7602d9701fdacf8,1999
53e997e4b7602d9701fdacff,1989
53e997e4b7602d9701fdaeb7,2006
53e997e4b7602d9701fdad0a,2006
53e997e4b7602d9701fdaec2,2008
53e997e4b7602d9701fdaec4,1992
53e997e4b7602d9701fdad1a,2002
53e997e4b7602d9701fdaed6,1972
53e997e4b7602d9701fdad3a,2003
53e997e4b7602d9701fdaee5,2013
53e997e4b7602d9701fdaeea,2005
53e997e4b7602d9701fdad4b,2013
53e997e4b7602d9701fdad5a,2005
53e997e4b7602d9701fdad5c,2007
53e997e4b7602d9701fdaefd,2012
53e997e4b7602d9701fdaf07,2008
53e997e4b7602d9701fdad77,2008
53e997e4b7602d9701fdad87,1991
53e997e4b7602d9701fdaf11,2013
53e997e4b7602d9701fdaf12,2006
53e997e4b7602d9701fdad8e,1980
53e997e4b7602d9701fdad90,2010
53e997e4b7602d9701fdaf1c,2001
53e997e4b7602d9701fdad9c,1995
53e997e4b7602d9701fdaf27,2013
53e997e4b7602d9701fdaf4b,2006
53e997e4b7602d9701fdaf58,2012
53e997e4b7602d9701fdaf68,2006
53e997e4b7602d9701fdb1c8,2014
53e997e4b7602d9701fdb1ca,1993
53e997e4b7602d9701fdb1cf,2008
53e997e4b7602d9701fdb1e7,1974
53e997e4b7602d9701fdb1f4,1993
53e997e4b7602d9701fdb1f9,1996
53e997e4b7602d9701fdaf93,1995
53e997e4b7602d9701fdafa1,2009
53e997e4b7602d9701fdafbc,2011
53e997e4b7602d9701fdb22a,2005
53e997e4b7602d9701fdb22e,1956
53e997e4b7602d9701fdb233,2014
53e997e4b7602d9701fdb243,2012
53e997e4b7602d9701fdb259,1987
53e997e4b7602d9701fdb25c,2002
53e997e4b7602d9701fdb26c,1983
53e997e4b7602d9701fdafe6,2011
53e997e4b7602d9701fdb271,2011
53e997e4b7602d9701fda982,2010
53e997e4b7602d9701fdb27d,1994
53e997e4b7602d9701fdb27f,2007
53e997e4b7602d9701fdaff4,2013
53e997e4b7602d9701fdb420,2012
53e997e4b7602d9701fdaffa,2010
53e997e4b7602d9701fdaffb,2012
53e997e4b7602d9701fdb42f,2009
53e997e4b7602d9701fdb437,2010
53e997e4b7602d9701fdb43a,2013
53e997e4b7602d9701fdb292,2005
53e997e4b7602d9701fdb29b,2005
53e997e4b7602d9701fdb60d,2008
53e997e4b7602d9701fdb610,2012
53e997e4b7602d9701fdb010,2011
53e997e4b7602d9701fdb2a3,1999
53e997e4b7602d9701fdb2a8,2008
53e997e4b7602d9701fdb623,1986
53e997e4b7602d9701fdb2bc,2012
53e997e4b7602d9701fdb65b,1967
53e997e4b7602d9701fdb65e,2008
53e997e4b7602d9701fdb663,2007
53e997e4b7602d9701fdb67e,1996
53e997e4b7602d9701fdb2e1,2012
53e997e4b7602d9701fdb69e,2001
53e997e4b7602d9701fdb6a0,2012
53e997e4b7602d9701fdb2ef,2011
53e997e4b7602d9701fdb2f0,2010
53e997e4b7602d9701fdb063,2012
53e997e4b7602d9701fdb6bc,1982
53e997e4b7602d9701fdb6bd,1978
53e997e4b7602d9701fdb6be,2002
53e997e4b7602d9701fdb6ca,2012
53e997e4b7602d9701fdb072,2012
53e997e4b7602d9701fdb074,2012
53e997e4b7602d9701fdb6dd,2004
53e997e4b7602d9701fdb6df,2002
53e997e4b7602d9701fdb085,2005
53e997e4b7602d9701fdb312,2012
53e997e4b7602d9701fdb703,2008
53e997e4b7602d9701fdb707,1993
53e997e4b7602d9701fdb70f,2006
53e997e4b7602d9701fdb71c,2009
53e997e4b7602d9701fdb722,2005
53e997e4b7602d9701fdb0a1,2001
53e997e4b7602d9701fdb0ac,2001
53e997e4b7602d9701fdb0b1,2012
53e997e4b7602d9701fdb740,2006
53e997e4b7602d9701fdb0b9,2013
53e997e4b7602d9701fdb33e,2007
53e997e4b7602d9701fdb743,2006
53e997e4b7602d9701fdb0be,2003
53e997e4b7602d9701fdb0c6,1989
53e997e4b7602d9701fdb757,2012
53e997e4b7602d9701fdb0d5,1997
53e997e4b7602d9701fdb762,2008
53e997e4b7602d9701fdb763,1993
53e997e4b7602d9701fdb0dc,1981
53e997e4b7602d9701fdb0e0,2008
53e997e4b7602d9701fdb361,2005
53e997e4b7602d9701fdb0f0,2009
53e997e4b7602d9701fdb0f3,2011
53e997e4b7602d9701fdb365,1991
53e997e4b7602d9701fdb0f6,2002
53e997e4b7602d9701fdb784,2007
53e997e4b7602d9701fdb36d,2014
53e997e4b7602d9701fdb78d,1990
53e997e4b7602d9701fdb791,1992
53e997e4b7602d9701fdb10c,2013
53e997e4b7602d9701fdb10d,2005
53e997e4b7602d9701fdb378,1988
53e997e4b7602d9701fdb7a7,2002
53e997e4b7602d9701fdb37e,1989
53e997e4b7602d9701fdb122,1997
53e997e4b7602d9701fdb7ad,2005
53e997e4b7602d9701fdb382,2004
53e997e4b7602d9701fdb7b0,1988
53e997e4b7602d9701fdb7b3,2003
53e997e4b7602d9701fdb12d,2008
53e997e4b7602d9701fdb7ba,1989
53e997e4b7602d9701fdb388,2006
53e997e4b7602d9701fdb13b,1998
53e997e4b7602d9701fdb7c9,2013
53e997e4b7602d9701fdb7cb,1990
53e997e4b7602d9701fdb150,2008
53e997e4b7602d9701fdb152,2014
53e997e4b7602d9701fdb3a3,1982
53e997e4b7602d9701fdb7e3,2013
53e997e4b7602d9701fdb3b8,2009
53e997e4b7602d9701fdb80f,2012
53e997e4b7602d9701fdb811,2006
53e997e4b7602d9701fdb814,2005
53e997e4b7602d9701fdb3c5,2010
53e997e4b7602d9701fdb822,2004
53e997e4b7602d9701fdb19f,2012
53e997e4b7602d9701fdb827,2005
53e997e4b7602d9701fdb829,2001
53e997e4b7602d9701fdb3e0,2008
53e997e4b7602d9701fdb843,2005
53e997e4b7602d9701fdba2b,2008
53e997e4b7602d9701fdb3ee,1981
53e997e4b7602d9701fdba38,2007
53e997e4b7602d9701fdb3f0,2006
53e997e4b7602d9701fdb3f3,1989
53e997e4b7602d9701fdb3f5,2012
53e997e4b7602d9701fdba4d,2006
53e997e4b7602d9701fdb87a,2010
53e997e4b7602d9701fdba51,2007
53e997e4b7602d9701fdba57,2001
53e997e4b7602d9701fdb88a,1985
53e997e4b7602d9701fdba60,2007
53e997e4b7602d9701fdb899,2002
53e997e4b7602d9701fdb8be,2005
53e997e4b7602d9701fdb8c3,2012
53e997e4b7602d9701fdb8cd,2008
53e997e4b7602d9701fdba82,2013
53e997e4b7602d9701fdb8e5,2001
53e997e4b7602d9701fdb8e8,2006
53e997e4b7602d9701fdb468,1990
53e997e4b7602d9701fdb8f2,2005
53e997e4b7602d9701fdb470,2001
53e997e4b7602d9701fdb476,2003
53e997e4b7602d9701fdb904,2006
53e997e4b7602d9701fdb47d,1991
53e997e4b7602d9701fdba95,2011
53e997e4b7602d9701fdba9e,2008
53e997e4b7602d9701fdb48a,2006
53e997e4b7602d9701fdbaa9,1981
53e997e4b7602d9701fdbab4,1995
53e997e4b7602d9701fdbab7,2008
53e997e4b7602d9701fdbab8,2002
53e997e4b7602d9701fdb4a4,2009
53e997e4b7602d9701fdb4a6,2011
53e997e4b7602d9701fdb959,2011
53e997e4b7602d9701fdbad8,2002
53e997e4b7602d9701fdb965,2004
53e997e4b7602d9701fdbae1,2003
53e997e4b7602d9701fdbae9,2011
53e997e4b7602d9701fdb975,2012
53e997e4b7602d9701fdb4ce,2006
53e997e4b7602d9701fdb9a1,2011
53e997e4b7602d9701fdbb10,2014
53e997e4b7602d9701fdb9c1,2005
53e997e4b7602d9701fdb4f5,2010
53e997e4b7602d9701fdb9d7,2009
53e997e4b7602d9701fdbb20,1984
53e997e4b7602d9701fdb505,2009
53e997e4b7602d9701fdbb25,2007
53e997e4b7602d9701fdb9e9,1994
53e997e4b7602d9701fdb513,1981
53e997e4b7602d9701fdbb51,2002
53e997e4b7602d9701fdb541,1999
53e997e4b7602d9701fdb547,2011
53e997e4b7602d9701fdb54d,1984
53e997e4b7602d9701fdbb70,2012
53e997e4b7602d9701fdbb74,2014
53e997e4b7602d9701fdbb88,1995
53e997e4b7602d9701fdbb9d,2011
53e997e4b7602d9701fdb581,2010
53e997e4b7602d9701fdbba9,1996
53e997e4b7602d9701fdbbb2,2012
53e997e4b7602d9701fdbbca,2007
53e997e4b7602d9701fdb5b9,2003
53e997e4b7602d9701fdb5bf,2005
53e997e4b7602d9701fdbbf5,2007
53e997e4b7602d9701fdb5cb,2011
53e997e4b7602d9701fdbbf8,1994
53e997e4b7602d9701fdbbfd,2008
53e997e4b7602d9701fdbc03,2003
53e997e4b7602d9701fdbc0c,2011
53e997e4b7602d9701fdb5e4,2004
53e997e4b7602d9701fdb5e9,2014
53e997e4b7602d9701fdbc12,2006
53e997e4b7602d9701fdb5ed,2006
53e997e4b7602d9701fdbc15,2004
53e997e4b7602d9701fdbc20,2009
53e997e4b7602d9701fdbc2c,2009
53e997e4b7602d9701fdbc34,2007
53e997e4b7602d9701fdbc3c,1968
53e997e4b7602d9701fdbc4e,2013
53e997e4b7602d9701fdbc63,2010
53e997e4b7602d9701fdbc8a,2010
53e997e4b7602d9701fdbca6,2006
53e997e4b7602d9701fdbcaa,2006
53e997e4b7602d9701fdbcad,2009
53e997e4b7602d9701fdbcb6,2007
53e997e4b7602d9701fdbcc4,2013
53e997e4b7602d9701fdbcfd,2013
53e997e4b7602d9701fdbe3d,1990
53e997e4b7602d9701fdbe3f,1984
53e997e4b7602d9701fdbe42,1976
53e997e4b7602d9701fdbe51,2010
53e997e4b7602d9701fdbe58,1992
53e997e4b7602d9701fdbd28,2008
53e997e4b7602d9701fdbd2e,2012
53e997e4b7602d9701fdbd42,1989
53e997e4b7602d9701fdbeac,2011
53e997e4b7602d9701fdbd66,2007
53e997e4b7602d9701fdbeb6,2009
53e997e4b7602d9701fdbd7a,1980
53e997e4b7602d9701fdbd7d,2005
53e997e4b7602d9701fdbed8,2004
53e997e4b7602d9701fdbee1,2010
53e997e4b7602d9701fdbd9c,1997
53e997e4b7602d9701fdbda0,1994
53e997e4b7602d9701fdbf02,2000
53e997e4b7602d9701fdbf08,2006
53e997e4b7602d9701fdbf0d,2009
53e997e4b7602d9701fdbdac,2003
53e997e4b7602d9701fdbf10,2009
53e997e4b7602d9701fdc219,2007
53e997e4b7602d9701fdbdae,2002
53e997e4b7602d9701fdc21b,2007
53e997e4b7602d9701fdbf15,2012
53e997e4b7602d9701fdbdbd,2011
53e997e4b7602d9701fdbdcb,2013
53e997e4b7602d9701fdc237,2000
53e997e4b7602d9701fdbf2c,2014
53e997e4b7602d9701fdc23c,2012
53e997e4b7602d9701fdc23e,2008
53e997e4b7602d9701fdbf32,2001
53e997e4b7602d9701fdbf3a,1991
53e997e4b7602d9701fdbddf,2003
53e997e4b7602d9701fdc25e,2011
53e997e4b7602d9701fdc27a,2003
53e997e4b7602d9701fdbf6c,2006
53e997e4b7602d9701fdc284,2005
53e997e4b7602d9701fdbf75,2012
53e997e4b7602d9701fdc288,2012
53e997e4b7602d9701fdbf85,2000
53e997e4b7602d9701fdc2a5,2006
53e997e4b7602d9701fdbf90,2008
53e997e4b7602d9701fdc2af,2013
53e997e4b7602d9701fdbf99,2013
53e997e4b7602d9701fdc2b3,2013
53e997e4b7602d9701fdc2c0,2000
53e997e4b7602d9701fdbfb5,2010
53e997e4b7602d9701fdc2d2,2004
53e997e4b7602d9701fdbfba,2000
53e997e4b7602d9701fdc2f1,2013
53e997e4b7602d9701fdc2f4,2003
53e997e4b7602d9701fdbfdf,2008
53e997e4b7602d9701fdbfe1,2012
53e997e4b7602d9701fdc2fb,2006
53e997e4b7602d9701fdc300,2013
53e997e4b7602d9701fdc309,2010
53e997e4b7602d9701fdbff5,2005
53e997e4b7602d9701fdbff6,2005
53e997e4b7602d9701fdc318,2005
53e997e4b7602d9701fdc00a,1995
53e997e4b7602d9701fdc344,2003
53e997e4b7602d9701fdc346,2012
53e997e4b7602d9701fdc349,2008
53e997e4b7602d9701fdc34b,1997
53e997e4b7602d9701fdc357,2007
53e997e4b7602d9701fdc029,2010
53e997e4b7602d9701fdc02b,2010
53e997e4b7602d9701fdc35c,2007
53e997e4b7602d9701fdc03b,2011
53e997e4b7602d9701fdc042,2001
53e997e4b7602d9701fdc052,2007
53e997e4b7602d9701fdc05f,1991
53e997e4b7602d9701fdc062,1996
53e997e4b7602d9701fdc396,2000
53e997e4b7602d9701fdc071,2002
53e997e4b7602d9701fdc3ab,2010
53e997e4b7602d9701fdc3af,1990
53e997e4b7602d9701fdc665,2001
53e997e4b7602d9701fdc085,1982
53e997e4b7602d9701fdc67c,2006
53e997e4b7602d9701fdc3db,2001
53e997e4b7602d9701fdc3dd,2008
53e997e4b7602d9701fdc68f,2006
53e997e4b7602d9701fdc697,1999
53e997e4b7602d9701fdc6a3,2008
53e997e4b7602d9701fdc0bd,1983
53e997e4b7602d9701fdc3ff,2006
53e997e4b7602d9701fdc0ce,2014
53e997e4b7602d9701fdc0dd,2013
53e997e4b7602d9701fdc6c3,1984
53e997e4b7602d9701fdc0eb,2002
53e997e4b7602d9701fdc0ef,2009
53e997e4b7602d9701fdc6c8,2011
53e997e4b7602d9701fdc105,1994
53e997e4b7602d9701fdc448,1996
53e997e4b7602d9701fdc10e,2008
53e997e4b7602d9701fdc111,2011
53e997e4b7602d9701fdc6ed,1992
53e997e4b7602d9701fdc11f,2009
53e997e4b7602d9701fdc45f,2003
53e997e4b7602d9701fdc466,1999
53e997e4b7602d9701fdc12a,1997
53e997e4b7602d9701fdc70b,2004
53e997e4b7602d9701fdc136,2013
53e997e4b7602d9701fdc476,2006
53e997e4b7602d9701fdc478,2007
53e997e4b7602d9701fdc719,2006
53e997e4b7602d9701fdc484,2006
53e997e4b7602d9701fdc492,2012
53e997e4b7602d9701fdc49e,2010
53e997e4b7602d9701fdc16e,2009
53e997e4b7602d9701fdc4d0,2010
53e997e4b7602d9701fdc754,1994
53e997e4b7602d9701fdc199,1983
53e997e4b7602d9701fdc1ab,2002
53e997e4b7602d9701fdc1ae,2009
53e997e4b7602d9701fdc4fb,2009
53e997e4b7602d9701fdc774,2008
53e997e4b7602d9701fdc775,2012
53e997e4b7602d9701fdc514,2007
53e997e4b7602d9701fdc784,2013
53e997e4b7602d9701fdc786,2012
53e997e4b7602d9701fdc1d2,2010
53e997e4b7602d9701fdc1da,2011
53e997e4b7602d9701fdc78d,2009
53e997e4b7602d9701fdc790,2007
53e997e4b7602d9701fdc543,1998
53e997e4b7602d9701fdc54b,2003
53e997e4b7602d9701fdc1fa,2010
53e997e4b7602d9701fdc7a6,2004
53e997e4b7602d9701fdc7a8,1994
53e997e4b7602d9701fdc571,2013
53e997e4b7602d9701fdc581,2000
53e997e4b7602d9701fdc7d1,2013
53e997e4b7602d9701fdc591,2010
53e997e4b7602d9701fdc5a9,2013
53e997e4b7602d9701fdc5b3,1998
53e997e4b7602d9701fdc5cd,1991
53e997e4b7602d9701fdc5d1,2012
53e997e4b7602d9701fdc803,1995
53e997e4b7602d9701fdc5db,2009
53e997e4b7602d9701fdc5f2,2010
53e997e4b7602d9701fdc5f3,2009
53e997e4b7602d9701fdc821,1962
53e997e4b7602d9701fdca71,1963
53e997e4b7602d9701fdca72,1969
53e997e4b7602d9701fdca77,1963
53e997e4b7602d9701fdc82c,1962
53e997e4b7602d9701fdca7b,1963
53e997e4b7602d9701fdc61d,1985
53e997e4b7602d9701fdca8a,1963
53e997e4b7602d9701fdc838,1962
53e997e4b7602d9701fdca8e,1963
53e997e4b7602d9701fdca8f,1962
53e997e4b7602d9701fdc83b,1962
53e997e4b7602d9701fdc843,1992
53e997e4b7602d9701fdca9d,1962
53e997e4b7602d9701fdca9e,2013
53e997e4b7602d9701fdc849,1992
53e997e4b7602d9701fdcaa1,2013
53e997e4b7602d9701fdcaa2,1963
53e997e4b7602d9701fdcaa3,1962
53e997e4b7602d9701fdcaab,1963
53e997e4b7602d9701fdc85d,1962
53e997e4b7602d9701fdc85e,1961
53e997e4b7602d9701fdcab8,2005
53e997e4b7602d9701fdc865,1961
53e997e4b7602d9701fdc866,1961
53e997e4b7602d9701fdc869,1961
53e997e4b7602d9701fdc86f,1961
53e997e4b7602d9701fdcac9,2007
53e997e4b7602d9701fdc871,1971
53e997e4b7602d9701fdcad7,2006
53e997e4b7602d9701fdc87e,1961
53e997e4b7602d9701fdc883,1970
53e997e4b7602d9701fdc884,1961
53e997e4b7602d9701fdc888,1991
53e997e4b7602d9701fdcae4,2013
53e997e4b7602d9701fdcae5,2004
53e997e4b7602d9701fdc88f,2014
53e997e4b7602d9701fdc892,2008
53e997e4b7602d9701fdc896,1962
53e997e4b7602d9701fdc89c,1961
53e997e4b7602d9701fdc8a5,2012
53e997e4b7602d9701fdcb04,2011
53e997e4b7602d9701fdcb08,2009
53e997e4b7602d9701fdcb0c,2006
53e997e4b7602d9701fdc8be,1961
53e997e4b7602d9701fdc8bf,1961
53e997e4b7602d9701fdcb15,2011
53e997e4b7602d9701fdcb19,2000
53e997e4b7602d9701fdc8c5,2011
53e997e4b7602d9701fdcb1b,2002
53e997e4b7602d9701fdcb21,2010
53e997e4b7602d9701fdc8e0,1987
53e997e4b7602d9701fdc8e3,1961
53e997e4b7602d9701fdc8e4,2007
53e997e4b7602d9701fdc8e7,1961
53e997e4b7602d9701fdcb3c,2011
53e997e4b7602d9701fdcb3f,1996
53e997e4b7602d9701fdc8ef,2011
53e997e4b7602d9701fdc907,2003
53e997e4b7602d9701fdc90c,2010
53e997e4b7602d9701fdc90f,2013
53e997e4b7602d9701fdcb6f,2001
53e997e4b7602d9701fdcb70,2007
53e997e4b7602d9701fdcb72,2010
53e997e4b7602d9701fdc91b,2012
53e997e4b7602d9701fdcb7e,2013
53e997e4b7602d9701fdcb95,2005
53e997e4b7602d9701fdc94a,1964
53e997e4b7602d9701fdc94c,1963
53e997e4b7602d9701fdc94d,1963
53e997e4b7602d9701fdc951,2002
53e997e4b7602d9701fdcbae,2012
53e997e4b7602d9701fdcbaf,2014
53e997e4b7602d9701fdc960,1964
53e997e4b7602d9701fdc961,1963
53e997e4b7602d9701fdc96e,1988
53e997e4b7602d9701fdc97f,1963
53e997e4b7602d9701fdcbdc,1987
53e997e4b7602d9701fdc989,2001
53e997e4b7602d9701fdcbdd,1996
53e997e4b7602d9701fdc98a,1963
53e997e4b7602d9701fdcbe1,2003
53e997e4b7602d9701fdcbe4,2011
53e997e4b7602d9701fdcbe6,2013
53e997e4b7602d9701fdc993,1962
53e997e4b7602d9701fdcbf0,1998
53e997e4b7602d9701fdcbf1,2008
53e997e4b7602d9701fdcc03,2009
53e997e4b7602d9701fdc99b,1962
53e997e4b7602d9701fdc99c,1962
53e997e4b7602d9701fdc99f,1962
53e997e4b7602d9701fdc9a0,2013
53e997e4b7602d9701fdc9a5,1962
53e997e4b7602d9701fdc9ad,1962
53e997e4b7602d9701fdc9b5,1961
53e997e4b7602d9701fdcc43,1989
53e997e4b7602d9701fdc9c1,1967
53e997e4b7602d9701fdc9c2,2002
53e997e4b7602d9701fdc9d5,1993
53e997e4b7602d9701fdc9dc,2007
53e997e4b7602d9701fdc9e1,2011
53e997e4b7602d9701fdc9e3,1986
53e997e4b7602d9701fdc9f3,2001
53e997e4b7602d9701fdce90,1985
53e997e4b7602d9701fdc9fa,1965
53e997e4b7602d9701fdc9fd,1964
53e997e4b7602d9701fdc9fe,1965
53e997e4b7602d9701fdca02,1994
53e997e4b7602d9701fdca04,1992
53e997e4b7602d9701fdca05,1966
53e997e4b7602d9701fdca06,1963
53e997e4b7602d9701fdca07,1963
53e997e4b7602d9701fdca08,1963
53e997e4b7602d9701fdca09,1963
53e997e4b7602d9701fdceb2,2001
53e997e4b7602d9701fdca13,2005
53e997e4b7602d9701fdca15,2002
53e997e4b7602d9701fdca16,2001
53e997e4b7602d9701fdca1a,2007
53e997e4b7602d9701fdca1c,2001
53e997e4b7602d9701fdca24,2010
53e997e4b7602d9701fdca25,1996
53e997e4b7602d9701fdccaa,1991
53e997e4b7602d9701fdca26,2008
53e997e4b7602d9701fdccab,1997
53e997e4b7602d9701fdccac,2001
53e997e4b7602d9701fdccad,1996
53e997e4b7602d9701fdccae,2010
53e997e4b7602d9701fdcee8,1998
53e997e4b7602d9701fdccb1,2014
53e997e4b7602d9701fdcee9,1983
53e997e4b7602d9701fdceea,2004
53e997e4b7602d9701fdceeb,2003
53e997e4b7602d9701fdceec,2011
53e997e4b7602d9701fdccb3,2009
53e997e4b7602d9701fdceed,2011
53e997e4b7602d9701fdceee,2012
53e997e4b7602d9701fdccb4,2005
53e997e4b7602d9701fdcef1,1997
53e997e4b7602d9701fdca35,2008
53e997e4b7602d9701fdcefc,2003
53e997e4b7602d9701fdcefd,2011
53e997e4b7602d9701fdd0c2,2007
53e997e4b7602d9701fdcf4f,2013
53e997e4b7602d9701fdcf52,1996
53e997e4b7602d9701fdcf54,2011
53e997e4b7602d9701fdcf5b,1995
53e997e4b7602d9701fdccfa,1989
53e997e4b7602d9701fdccfc,2004
53e997e4b7602d9701fdcd0e,1992
53e997e4b7602d9701fdcd0f,1999
53e997e4b7602d9701fdcd10,2006
53e997e4b7602d9701fdd1ca,2002
53e997e4b7602d9701fdcf88,2005
53e997e4b7602d9701fdcf89,2006
53e997e4b7602d9701fdcd2a,2008
53e997e4b7602d9701fdcd3d,1999
53e997e4b7602d9701fdd208,2009
53e997e4b7602d9701fdd209,2006
53e997e4b7602d9701fdcfbd,1996
53e997e4b7602d9701fdcfbf,2004
53e997e4b7602d9701fdcd66,1983
53e997e4b7602d9701fdcd67,2008
53e997e4b7602d9701fdcd6a,2011
53e997e4b7602d9701fdcd6c,2013
53e997e4b7602d9701fdcd74,1983
53e997e4b7602d9701fdd2bf,2000
53e997e4b7602d9701fdd2c0,2005
53e997e4b7602d9701fdd2c1,2003
53e997e4b7602d9701fdd001,1988
53e997e4b7602d9701fdd005,2000
53e997e4b7602d9701fdd006,2004
53e997e4b7602d9701fdcd89,2008
53e997e4b7602d9701fdd007,1994
53e997e4b7602d9701fdd303,2003
53e997e4b7602d9701fdd316,2006
53e997e4b7602d9701fdd31c,2007
53e997e4b7602d9701fdd337,1993
53e997e4b7602d9701fdd33a,2001
53e997e4b7602d9701fdd33b,2001
53e997e4b7602d9701fdd33c,2005
53e997e4b7602d9701fdd33e,2009
53e997e4b7602d9701fdd33f,2010
53e997e4b7602d9701fdd340,1977
53e997e4b7602d9701fdd341,2007
53e997e4b7602d9701fdd05b,2000
53e997e4b7602d9701fdd345,1987
53e997e4b7602d9701fdd069,1975
53e997e4b7602d9701fdd06b,2012
