idjournal,idvolume
bea6ce51-75d0-49d1-9dff-b8cc81cc3416,fed5c0bb-7b43-4487-aec5-2c59ad6e7e69
1f3c38d1-ff6b-4fbe-956f-83638b470269,56854811-c6f8-49a1-b8ef-40fa1e357566
b07d0b63-2a1c-4902-bc99-98bcb457aacb,6a896641-0c39-42d1-ab55-a9af46dd1484
212b1dac-06fd-4e05-8345-39d303fd2aaf,8026f89b-8f35-4f9e-bc34-4f390ee9302a
111fbf12-3b45-495b-8540-738944cdd7ea,d7139ee2-e8b5-49d9-bf8d-515362ac8605
72549594-7b26-4096-8213-f1b0733b9587,c09d396e-78aa-43c7-bc67-9e9e6b80c72e
dadf7d3a-d254-4fa1-9937-a2bbf840347f,3b50942b-e86f-4e60-b5fe-52227db37ca6
f36f6072-ffe4-4828-b68e-08706b4eeeec,e4dbc870-b927-41e0-b207-32910a5dd71d
5f6af619-5b86-44b1-a318-efe1a183a464,7885e5ef-ddce-40ab-9333-ed9b24635813
06a3b16d-428b-4815-abe6-11f825d59da6,0758b6a7-7e97-4f65-a6d4-2e78fd293c83
1399d7cf-af6e-44f9-bf95-ff888b036f68,6e9e5cdf-417f-4377-a0be-be436ade1b83
79820697-745a-4f18-9d65-0b94d4e2bb36,72a6ada3-1707-4a70-b79c-633afa88e168
583ec6f3-b398-4a4b-888f-0181d220d624,b7329402-2e43-4869-814b-06345d2e9732
461e11e5-3384-4226-8277-388c436f1677,d00d0008-1333-447f-802a-d0b19d72c194
1e7bae85-c520-4506-83cb-94d804efe1f5,1ccaa903-71c0-40e6-9031-b23c8d621b2a
8695d781-685c-4066-a91d-26c2004a7704,29943406-f8b9-49ca-b2dc-0ad1680b26e2
ea8b8c74-196b-44cf-9d91-67c2ca596018,56cff6db-a253-4470-8f89-5dc3340d03ee
b95e092e-fb24-4260-949c-06379e3532b1,71c9aa1b-7bed-43bf-bdfb-bc9679702181
18fb81ae-2e86-4ea6-8570-534a60430e8f,d1305764-fb81-42b3-a202-2ce0f2e7ab08
3b9d7845-9a75-4061-a8d0-2da34878a9f8,776564c6-4271-474d-b771-f28d033a90bd
5466930f-24a3-4a95-8d94-69915c21569f,4fb4724c-4291-4e6b-9e83-c83cff7e3495
c5a377a0-c472-4779-a049-1aa464570841,b504e537-a3f6-406a-ae62-93dfbea09da2
0f3088d1-27a5-43f5-ad85-3becfc8fdc5c,b524daa8-86f1-4087-87ed-87e9ffe752ad
2cb985bc-1c53-47c6-aab3-fe6fa2e9d900,56cff6db-a253-4470-8f89-5dc3340d03ee
3fee7030-0e53-44ad-844b-47cc86d49748,575637b0-051a-4efd-848e-cc509155fe4f
5094933a-fe52-4bc2-b6b1-9031a447ce84,da205510-07eb-462b-afb7-224596899a40
dbaad27e-63e9-45b5-badc-57029e9e4575,d6031c81-e9b8-4947-88d1-84bb43807007
bf3ce795-84ef-43f2-9b86-2b609f44ec92,0d5f3276-76ba-43ac-a6bc-1a8f2011eefc
6a2ea11a-938e-419b-acc4-a6be43b5b5a9,b7118de1-9887-45cb-92f1-e7fc63ec2fbf
38799dae-537d-4964-a38a-4a79d2aaa3eb,be95cec1-4e19-4985-b39e-810731fa4691
c00ee292-4e84-49a7-bd56-509250fe9390,f69f825a-603f-4a24-8a91-74211aae004e
643c212e-2bad-4cdd-9a13-34b10e464dc8,6f2b7f07-65f1-44d7-991e-93881cb497eb
db2ddbf9-6440-454b-8844-b711f32e0dfb,4a852ec2-fe16-482f-a7ad-f1c4ae5ce103
f1ceb6a5-04d3-472e-a974-4076006ce163,f633c72c-00fe-45f0-90b6-135ba15399f2
7ffb0650-bbfc-4a14-9f64-c4a977f38efb,caf0a5ad-980a-44e9-a512-85bca8a9d3dc
6f3bc879-73fe-459b-89ca-5babafa7f6f8,d45880ed-dc45-4877-aec1-75085baf31c2
59ba1812-af81-4f0b-afa4-3118652820d9,d50dceb6-7c56-4ff4-bf3c-173b81e1edae
8a86e4b4-5d8d-4b63-9dc2-02c611fd5da8,9a11d7ad-5587-4d1d-b1d8-257101191bd9
baf53264-8002-4c77-9dac-f94cc8b5c2a9,76fcd71e-e78f-4d2f-b798-be7237aeaaa4
1d823f77-3b7f-436f-be0a-fe9f0e5e4cfa,e262682f-5abd-48f6-8278-063c4e97e0af
a2706dae-9c65-47db-b124-629d3dc619b0,bbe24383-1935-44e2-a575-36e46c8eea08
0f034bd1-550a-44af-9f68-077c0bdc5c68,45180407-db9e-4f1f-9bb7-57242cd770e5
561cae1b-83c8-4b65-b25a-ea7a609b0905,2ce83ac9-19ca-4ed2-94a2-1e99165e4f8a
8b23e534-5fec-4a12-8fff-28ca80360659,de276a4e-dd80-4625-a2ef-5c55ff398e66
22779bd7-89f0-4000-8727-dd8ff651489a,11816313-15ec-4f89-920f-875db4be79f7
ce45848e-5afc-47e3-86b0-2c05e5492a35,65b7949d-91e8-4e2c-b162-650b8b1b9ee9
a87fd62b-29cb-4006-8ac0-4a09238e26dd,2f19c080-a513-4312-a8cc-1fd59304ec39
fb60d5fa-3d7b-4972-81d0-572cdac6cc01,045ff9a4-7f98-4098-93a8-66d08e945198
7b684326-c9ed-4122-b274-bfa865a8979d,9ae390d1-7926-479d-9d11-daedfbae427f
60c4d26d-6f30-4b61-9ca4-9be3a39f48a9,ff5b6de4-0ea1-41ef-913a-6a859a5ed50d
a7ffa715-e938-4d4c-9232-f95b7d1a1e27,ceb87831-151b-48e8-bf9c-9f924bc348b1
d01ca799-989e-41fc-a830-9781660ec797,82182d55-f701-4fe5-b41b-198e71623ce2
479a962b-a296-40eb-b51a-ed7057e63cdd,85f5fcec-4b81-4a3d-bd0d-d04a59dd3128
c8a60a09-ead8-4699-8dfe-84a6853986ee,3abec6f8-29fd-49ed-8326-c3bd2401f9e4
34c5aba9-5d96-4c83-bc14-e305dee2b2dc,364693d1-d7b0-4e79-9ec9-6bf3c56a0fed
b6ff05fe-5575-421c-8143-a6fe8d084dbf,9fc4f063-0419-4207-a68f-49ab68203d30
ff667bf4-712a-485a-a93f-32b5db3a03b0,9174c21c-7a32-49ce-8beb-2e422e8d1dd3
4fe968a1-5598-4802-889f-678e92512421,22dd8a14-f025-4921-8bf0-bbbca1dae483
2416ac28-aa79-47b9-b2a7-0a3774186e81,57339310-cec6-4e0d-a810-4274f259ec77
c52ddd49-204c-4771-8d9b-4ed4a6ea07c4,bc1d29aa-acd3-4c48-a60e-00359e9f7734
9bfb41d7-cd9d-45a9-b047-b2f75e4b3c87,c17d34e2-514e-4c6c-8e2d-0632288cada6
0a0edbd2-6ca5-41a9-b5fe-7338192c4998,4f97423d-24aa-470c-9f56-5e1c2193073f
e8cbe622-e0fa-470f-bf40-295e29811665,a3b1cedf-1a30-49be-b954-d9a2b088026d
82ddd2a3-7420-47a9-9a18-03d65a39090d,323a294c-3d5f-418b-b05b-84405de41dab
153f84a7-c0f2-4f08-9f26-4fce946335af,12818983-f78e-4e2e-91b5-e4e6e94104fd
a2369450-8a82-460c-a0b5-0c2ea3a5cdbd,10986772-be9f-4509-ada3-deb3af537e7f
ce4877fc-aaf3-42fe-9cd0-73b6ae477d4f,62e549a5-9738-4b36-8ed9-b642d4f5c08e
44380789-e419-4f4f-a0f8-9b179a854148,a117ea7b-6d1b-47c0-b2be-b3a5d1a35525
9206b408-d3b2-4b30-b160-8cb0e151b1ae,463677e9-c556-44f9-9627-d177dcf77a9f
e6e8bd56-4ecb-415b-bb21-571820ad338b,a56ca553-096d-4149-bc55-dfa321ec50f1
5999e1b0-c046-431d-9cf3-4541dce190d8,947103a0-e408-4c19-9e82-fcc19686fcd1
f3f4bc72-5748-4a61-a9d3-00fb5a48edff,efcde1f4-e2c6-4bbe-9622-d44eef1bc38d
e5df6e2f-3489-48fd-9895-b58d459ada2a,c86f5f94-5686-45a0-92ce-ccb76d1a5d8a
7cd8a7bc-d92c-4c57-925e-d44e160209c1,48378150-3533-46c5-8068-9f3d031bd0d5
b495bb00-59c0-4463-ac00-889372c6d41b,b91f4552-b4ce-4cb9-8358-8d91ee78449d
a0b98aac-d4dc-4073-9e08-a0ea91fa9377,82182d55-f701-4fe5-b41b-198e71623ce2
32a5972e-7bb1-49ad-a244-e69f4dd67320,9ee063ce-efed-48b1-861b-698a5e5977e3
04d42afd-1788-4e6f-893b-42db115cb00c,76c3cfea-3573-43de-9988-eb509e133f4a
ea16a97a-dc20-4c94-8828-6b466403047a,7f7fcedc-d42a-4264-9227-63613b50ea0a
9a71f8f3-ffdc-4557-a772-1d4e1d4c5725,6d206be6-5efb-424d-8a70-bccb48cd4f04
8b906df9-232a-4097-874a-3e9cf677aa06,4fb4724c-4291-4e6b-9e83-c83cff7e3495
16074fed-d440-40bc-bf7c-cdedd89c8146,614c9e89-401e-443f-8775-cd68834ed40f
a980396e-476a-41eb-9c48-12b74b12d30a,045c6b80-f872-40bd-9f8a-fc24eca310b5
3daf510f-5a5d-40c0-b2fa-7b20d8eb374e,7ac415ac-ae2d-4f44-a8ab-5fd9568bba9a
c473d18f-1500-4fc2-a5c2-fd02b9ab877d,2f19c080-a513-4312-a8cc-1fd59304ec39
454b3278-6df7-4499-88fb-faa62be03c2a,a80a8d02-3bba-4499-9439-2bdd98ffbffd
b21372a3-50df-4a3f-a283-e567365205b5,f9b1c56d-1bfa-4472-87bf-ba620901257a
03ee267f-5795-4013-824b-4cea72e6517f,6a896641-0c39-42d1-ab55-a9af46dd1484
817b51ff-7c03-48ee-98dc-2f38412bdba0,24ee00b3-1a9f-4b6e-9cb3-25e26da9c346
47404729-2dad-4668-b6ff-cf26bb4a6561,586bfa7b-10e7-4d26-8f79-6359fe8218b0
7a12848c-4149-4e87-a860-f5bd69e972ef,ed2c5cbc-7c04-4fce-a223-6d071a923efd
5219b9b8-6547-498e-93ce-245b0f2c6051,c56da2bd-7fc5-4ee5-9500-1d40ba96b1f7
76ced537-bec7-49c0-848c-89188ca7c9d5,1bd9089e-a390-4db2-86a9-1ee963e3302f
7c473398-c692-40ac-affe-43999dd9a7b5,263ac0d4-4983-4df0-a3b6-c4fe52a7036c
599db172-8156-4c9e-975f-0272c1332371,2f3d7e6e-0b8f-4331-b2e7-39980d18d39b
d62ed46a-f3e8-4a73-ae06-61d8149c883f,22dd8a14-f025-4921-8bf0-bbbca1dae483
894bb284-85bf-405e-a1e6-2c738de6477d,a00b4203-0b25-4886-88e6-e57a0d5e52a9
217cde71-ed7a-4f76-aa9c-ae6af74b7996,5b5f751f-8253-4891-8839-f7dd864975c9
c41c681d-d721-4861-8a1c-ad84f70ef22e,ac9ac0d7-e25f-45c0-a008-6e7d0b1bf62a
6155754a-be4a-4340-ae9c-211a36d4757e,9b795a83-0bcb-400f-9b2d-37d826bf599e
652b8af3-bc1b-4d94-ac29-909e88c40898,3c9ee1d7-8e82-40ce-97ac-11808d93050d
dcb67c3c-2e28-4798-8325-367e362f4686,0ce59567-1fde-467b-b902-25a1e2c703e0
19d15113-3410-4563-a37d-89df15bc535d,a579f4bd-c38f-48f9-a232-b46688ea8afc
18c082b9-3702-414f-bde1-75ca05746715,d33f372d-8ca1-4335-be81-5a6b2b2e952d
5db72f15-9562-4fca-8f0b-8779ce826474,92ed9275-c4f4-406a-837f-e18ade56d3db
5c822295-f299-46d4-85f6-9f07da97b9a5,5eb0a02a-742c-471f-acd9-327374721cd5
f9ba2f8c-ee42-44ed-97de-57cfafacccc4,4f97423d-24aa-470c-9f56-5e1c2193073f
b70e6288-e0ff-492d-aa2d-a8adae01515f,face426c-2c39-4722-a56b-3c51a2f54238
f3d3bd48-c053-42ac-9e73-389c1dee565d,3182558c-dec3-43d6-a7bc-cabbef4e578f
7b3513b3-e2e7-4423-b1e8-8fd8ef7f6040,3005ef98-7205-4863-afaf-5a2c54d14736
72dd59d3-c228-41b4-97bf-c7e6218733fd,65a23326-95fc-40e3-af6e-8e4a121e0edc
7933c5af-093a-48b3-ac48-09695063958b,96b5f718-d6e3-4238-9ac8-d38d93be6856
705d933c-8532-4c7a-93d5-119e402a1da9,1cc27641-297d-4f93-b809-2462a3c01ff9
84d602f0-83ad-4a41-8b72-34d98fa80cb4,0a36806f-b05a-48fc-ad40-5c45a2ed582d
3522575a-f332-44d0-8adf-f15a10afca3a,2404795f-c0df-4449-bcad-568c496f1c41
d338fa41-a11f-44c1-a86c-e036baeddeca,a6dd14ff-5afb-4db5-983f-4b5f00afe133
5fffd16a-ce7c-4aac-b650-8e130a84b3a3,e465d467-0420-47ea-909f-a9a8a83779c6
cfcc5e34-3fb0-469e-8888-cde6260e8f32,413dc24d-6df9-4440-9177-33397a8684a7
fe0003da-289b-40eb-b400-99449965709a,0fb2bb53-2910-4daa-9f9b-acd932ef2009
f6c75142-573d-4a5e-bfc6-a8639c645d14,93ab67f4-47e3-4cb2-a962-aad91e644a82
2c54c49f-c036-49d1-97e9-87e9211c26a8,bccdb7a4-2c1c-4b05-85a0-31ca18ca11f9
30874e75-08ae-403d-abe9-a36327036739,62627009-82e1-4ecf-9097-8109382669dc
2018ba10-19b3-46a2-93a7-8ee2ba865d0e,045c6b80-f872-40bd-9f8a-fc24eca310b5
e2d00a5c-a9e8-491a-b89a-ef04dd31293e,18ddee43-07da-40db-8d4c-d4f8650f4a05
27001ba3-b570-4b59-9a27-eedc45f2fa80,dd92773e-9bb9-444d-8ee2-342783ba4137
ca477fd9-dfde-46c4-9351-e058ae06f123,fabddcf0-bfd0-4600-9422-10e729110756
372c8f3f-e757-42a4-8a65-74c40202321b,74283d26-39c4-4570-a353-c663ffc72815
35a410a3-3179-4eb1-9519-80be61af84a0,10855914-84a1-4c68-b244-fd71945092b1
2a5146f9-c7ab-406f-9e57-8ada4ad3067c,a56ca553-096d-4149-bc55-dfa321ec50f1
c0eb248c-f33d-47a8-a3a1-393eca529392,0b035917-9e5b-450c-ba38-91446e98fc7e
01d030a2-a6d9-4ec8-9646-4aad0b617243,cef5563b-596c-4865-b0f2-fd64b6c885bd
31a3c216-87ca-4e9a-9701-c4fe8165b0fd,0a925222-3412-4cbc-9400-0a8f2031c4a7
b32e7721-89cd-43ec-93d9-569deee5fa39,ecbcee57-2422-4cb8-8bff-cb5589f046a1
3df6c8e1-aed9-44c2-8693-8352c3865cee,8f74419d-88b3-4df0-a24c-5e355544a8e7
56849dd3-1f36-4baa-bc02-7f7c611950a2,f2998f74-0ac1-4e69-a021-19529878e7fb
3effcba2-6c63-4a27-85e9-92981092cdc9,7954b519-1eef-4084-b58a-67513090f28c
9683c4a6-f355-4471-836b-9e448e46debf,6f2b7f07-65f1-44d7-991e-93881cb497eb
3ab3c8e7-4408-438c-ab14-7cbff08ee4c7,43bf8477-3ed3-495d-b808-991c00fb2857
b8a6fb2e-ca56-41d9-bc77-f334a607b79f,287c0c3a-256b-4b76-9bcf-2108a4030679
650aeb09-069c-414c-8922-4c796c948065,b2d2fa4d-3dfb-4450-851d-4a8b1692c40c
9a921ef6-cc53-47ef-a3a1-6c7d5a4f75e0,3c1c0e2e-ecb4-4ef8-b54d-46ba332edded
79212fa5-cc6a-4536-8fdd-392b2426839e,a5c431dc-7375-4dbd-8ee8-e4b0bf55abc2
54d2a8d7-b94b-4a8d-98b5-a4744f11bb97,0d695b09-98c7-4c2f-8b39-fd13fe7275a4
fa346eb5-95c0-4234-81fa-36251feba547,aa4383ef-bfa9-47b8-a3be-5bdaf8e29d41
1bdbc5bd-360e-43be-8d89-30f71b4c9dee,45180407-db9e-4f1f-9bb7-57242cd770e5
4effd7b8-b67a-4c8e-b9cb-b61d28eb8707,e699f5ef-95c4-4641-be19-7cf2bf164edf
43ee3946-9369-4144-bad7-037a3a6b7280,9e970cd4-de3c-4ffe-85f8-cf0305872c17
a7ec37ec-98c6-441c-a7a8-e192d3070b41,9998f3e7-e5eb-4382-85bf-087c0ceca892
fa86569f-ca68-4e10-b20d-8067f3d5d49a,cc1393d8-b9d7-4680-888c-ccd299d3c7ad
fa78aaad-296c-46c5-ae8f-c4d8b9461869,e6071e3a-b0a5-44af-aa35-cf3048ae0ac1
113316e5-55ac-4288-83dd-6fe5eb189ad4,f341eb7f-e094-4e52-a414-4b217f33293f
2e8bfd9e-1279-4a51-80d0-018277875737,d00d0008-1333-447f-802a-d0b19d72c194
57c4fbbd-a8e7-48d4-bcd3-e52bbea9aff3,0f16f7d1-bf9d-42c5-9687-698043f9f17c
1601dc88-f9ba-4f29-9d79-ec79be8d42c2,35896a08-f38b-4ad2-937c-1300cc20f5cc
5b21bf8e-e913-4f64-af12-e52d7da153a3,4800cf13-5833-4db6-80e4-392373428220
dda4aef5-ab39-4b9f-b9b2-ca74e4fb7ca3,920d9876-ec33-455d-9cb7-abfb260fec47
b5512f9c-ecf0-4eb7-9504-d1bd30edbb8f,69e1bc6d-bb95-4757-acb1-fb7582d995cc
cdda5d91-4e3b-44d2-ba70-3217815e56e1,0b035917-9e5b-450c-ba38-91446e98fc7e
e5786889-489b-41ec-8a91-302fcffecab1,54dd7d0b-73a9-4bdf-b4d1-566e4b9fb9a1
8d227a43-21d0-470e-af3d-ec6397869a5e,7afe7c5c-ee8b-4427-ab1b-44093f3ba58d
e331dcc3-1f60-40ae-8674-c028600dd048,636de7fc-3fd4-452e-995b-6f539950891b
b662c546-3361-418f-88bc-718d541b14d7,502a25b9-9e62-427b-8674-738c4612bf9f
42007dd2-43b0-4201-a9c6-4e25af650def,8c314853-dc70-4f1f-a27d-00b6bcfba0c6
c03f395b-a298-4bbf-9273-65d3bfcb7cac,5bb567ae-8292-4197-acfc-faa55c79653d
a8c4fe3e-839c-4325-830b-11d8f009abce,b627c81f-a2b2-4814-af4a-9cc0c293655b
d6187c92-24bb-4ebb-9608-e92f5bc7eb49,ab6eb716-2d85-4900-b24c-47b70042f10c
d92ef763-034f-4efd-b37b-39f37a960734,c250da00-81a0-4c2b-b18d-5ee30d8e7df3
43125269-c859-4eb9-aec6-3fd6f45d3fcf,c6452ce8-1e4f-4bdc-bb87-a6eee8b3c902
94aa7cff-8c4a-4834-80d1-57e8412d0584,120b0b69-c01f-41fc-9002-3b34ca496e7a
b439525c-f149-46d5-80c5-48158037739b,de84c619-9fce-44be-a528-4aaad156d75b
9827b44c-68ed-4ed1-a50a-9df21c275278,896ce63b-78c4-4e9a-a6ae-b2c51faed2b1
0e130164-7910-480b-a76d-4356df0ee8c0,ac6ebd11-c255-4a0a-88ec-6c5601f5c7ad
78941ce2-d108-43f1-afce-580bc9f127aa,b67ffb16-e243-4b5b-8f4e-39fad76eb7d3
05ec4a7b-e33a-4f0d-8246-c99755c25322,addffbca-6cc1-47b8-81c3-4270a349c9a0
ae7347bc-e400-4958-9d5f-f7d79d123bd1,9c06dbd6-cbc5-4ae0-a7b5-507b2a591628
bd33496c-ad3c-442f-a0fe-0690f44bbe17,54906701-50a6-4736-a76f-85d79aec198c
cb6892c7-e42f-4b27-88bd-ce671d2094f3,f9f0f9d5-baac-46da-9fe2-51901f43b89f
b6f83b17-e70f-4314-bef3-270467cd6321,4f97423d-24aa-470c-9f56-5e1c2193073f
81ad1359-814e-44cf-aaef-37c27a8c30c6,71d6bffe-18d3-4b14-ac96-3fa9a172a87a
73bb1b56-5812-4a9b-8536-9d2a9dda5779,3ee0f462-db49-48ff-aed4-22b52c3cea75
cfd93f23-3f34-4b39-9a05-118bf069ebfd,de9b7a38-33b9-4146-9731-d187e1b0132b
2f523ca6-2784-4600-b8a2-8171b9039f2b,4622b4f5-503c-424f-8ac0-0c58847cb8ad
da81d380-6c56-4268-86eb-f03849ccfc1c,c0f28c84-986c-4874-a4b7-6c419bbcb219
9f88d475-7a71-44d5-8f0a-37b2cc705211,aa158093-fe8d-428a-9455-184e1ecc40b9
bf39a32b-ed89-48dc-964e-957c1731c2f4,03138a40-b941-4eca-b695-5ed26e2e703f
eadffd48-1db6-4f34-8cc3-53b74b7355aa,cc9ea555-c614-4a8b-aa61-b38e24528218
ae6408a8-a812-4cb7-bd91-72f486fca52c,ec98611f-c472-4083-8128-1c50a907793a
2dba1f3b-b986-45fc-8219-9eec6ba19ca8,8f74419d-88b3-4df0-a24c-5e355544a8e7
38761531-a6e9-4023-94b0-fc46c13c4163,89e0031d-6e71-49e9-a94a-8b411540501f
c1088826-04ae-4660-84a3-ab08db45a2c1,2c3347af-485d-4cda-83b7-a99bcc1aa425
d8724b88-569a-4a2e-8c77-7248d89198e5,6fc0ff08-1ffa-438f-9786-5c8d477c4ecf
e14d382f-3fa2-4db7-9867-64afc1f4e8cb,cfc42caf-c36a-4083-b75d-0542eb51eff8
a05151ef-90e3-4235-9434-75e9035b05a7,120b0b69-c01f-41fc-9002-3b34ca496e7a
e44a66e9-dedb-4d73-aea1-0b9fc85382b5,cca1d952-177e-422a-8b78-c84fc277c695
d88ad735-93f4-491b-b244-2694a021662a,ad0bbeb2-fdac-4fda-b982-ddf058ad68f9
51302d3f-a6ba-4c0b-8ed8-bcd7e1f010d7,26902949-8c39-44b2-81a7-db0e774c79c9
0066b12e-945d-4327-a160-f609409f8b0a,a560bccb-742d-48e6-93d4-6b622aaaf7fc
4831b5e4-462c-423e-b809-7fd8fce8e9e2,ea02b0f0-9333-44c7-859d-e1508ee60660
bb17a6e4-8fda-400f-a488-cc66d36263a9,cb9da2f2-bec6-41d2-a74a-bcb949d2ede9
e55edb4c-0c4d-471c-b1d6-ba8dcfff6672,05c5f44e-dc09-4e4c-8b96-80d7e8c94ec4
82cba5ed-5227-4850-845e-b25d2cccf2ce,f2998f74-0ac1-4e69-a021-19529878e7fb
495a6ce5-a41f-407f-a2ea-b20e31207979,c5e12fd4-951e-4c96-b5fa-aa0e74be90c3
b0a17ca0-260a-4d9f-9002-ea991f2c53f5,de276a4e-dd80-4625-a2ef-5c55ff398e66
0d2fb7ee-d5e8-4f12-97cd-786f7c843377,839c4432-36ce-455b-8d8a-ece2a0e9f0af
3e00540e-8c48-4e88-9099-811b5bde4bc9,4ff178e6-ac12-4cc3-9a4c-4a24ab5fd8c6
b5616ac8-8c6f-4ffa-9dd4-bc942d2ca9d1,586bfa7b-10e7-4d26-8f79-6359fe8218b0
a5b66e14-bce6-4625-a7c2-c0c4344ceb39,8e1bc6b4-1166-4139-b0f3-0758f791dad8
aa62d223-32f2-45bd-a92f-9e096f489132,e6bc7d28-f705-4c4d-9568-8c4a5a1be60b
95df603a-ba61-40e6-9c9c-1f8a4dd98c24,ab54074b-f7d9-484f-ad03-8da8639f0516
491853aa-aa72-476d-9ab3-71e75a326d1c,d2a1d5fa-f323-430d-8b1a-22ddaba59324
1394d356-e349-4eb2-b35b-3a7c71d37162,580be403-d2c9-4a2b-837f-5ed87a919a9c
3a108f7a-cc7f-4c4a-a4b9-8a58af9df4e7,f633c72c-00fe-45f0-90b6-135ba15399f2
cae10f2f-c0db-47bb-a969-1c60b638572e,7b29e9c2-5ead-4b64-869f-7c8560b07826
68d7596c-27a4-4db8-9bf9-fb08297e6705,31fc5dc2-9805-4d29-8c0b-8e3791423b62
7846388f-7a5d-4093-b365-e8856bbf2a6c,62627009-82e1-4ecf-9097-8109382669dc
294cedca-7dd8-43e1-a5cb-892af4eb30af,3182558c-dec3-43d6-a7bc-cabbef4e578f
b54feba0-3e28-485d-972b-e140ec59805e,0b585fd5-7ea5-445d-850b-363477c90021
866fa68f-8181-4801-823e-d7033f3c6700,f646d1ec-8d94-4782-8cbc-574220bedee8
21c8ea91-f3b1-4716-9e7b-1ee8b2e770d5,ea6aa0f6-40b3-4f07-8b89-7d00e00a8da2
c153d193-b8c3-4d76-896b-3e2b901d7fc2,54906701-50a6-4736-a76f-85d79aec198c
166e6d4e-0900-4797-ac57-cc62ab18fb32,c78f9d73-c532-40fc-825a-ef042b326bd2
f45956ee-cf1d-4368-83a3-e9b0feaaf39e,e1292977-8a98-470e-ae7c-2e53843c6c3d
22beabbf-2096-4758-95a3-aba83790c7b6,bda94df0-f482-42a0-8354-d7d00a462cfd
d1ece9aa-2276-49a6-8e82-eadddfad3dab,04aaca1c-d212-48cc-905a-dab2749cc18d
0252a51e-784d-413e-bc69-332ef63ab528,6ed76b50-8c33-4408-ae37-46845262a909
ae7ffe7c-e0c8-425a-a5eb-51188186ad37,6ed5638d-dc4f-402b-be90-95ef0556989a
086c4da5-bd43-404c-bb29-fcf221158e25,74fa24db-1e85-48a5-956f-0c0d4a3e9a88
c07f3e10-3ba1-4adb-a8f3-dd645c4e3db5,96e17f63-e10e-43a2-8ce5-3d97a7e1e24e
fbd88015-f302-4691-9898-7bae1f6179b1,639800d4-2a41-4c49-9cf9-d50d220764e5
325f23c5-1d75-411a-8408-e0056bc24446,b52f6b0c-aa61-4af0-9154-b53f114df035
ec664e69-0ca6-42d0-815c-5cdfef107b9d,9870ae5f-8c7a-4a29-b4d3-28d2fc4553d0
5645ad9e-2dcd-43de-b6f4-e0c8aea23d81,356c72c1-4d4b-48f2-95ef-41f306085ab3
336b8fda-904c-48d7-8e8e-70a55f9eeae6,c1d1dec6-0544-4a42-a00e-72a5da49638b
d9ff48a0-db8e-4022-b1eb-3327d5c6436d,12bcd083-5b0b-4a9a-a44a-0ab6d0563236
54fdac36-d01a-49d3-baef-95a25e9edf56,e25db99d-47e7-45ba-968d-a6f2bfef627c
3acbfec0-bc19-485b-be04-49c207f4cf8b,b3b3249a-0ebd-43a6-ab37-3aac600c5e13
4a03feca-91a2-4627-a5c2-0b588b13d5f2,4faf9367-3fc5-460c-8b94-d655dd117c42
82865d9d-f7d4-495f-bbb2-7205eafffd91,593d20a0-e972-4c99-ab6e-17322349661c
b790efc9-ce45-4fef-8eb3-194f2b687415,f479ddc6-5b64-4b7a-b50d-493ccff4e264
b3729ea6-f3af-4c4e-8073-cb6294ac27dc,0fb2bb53-2910-4daa-9f9b-acd932ef2009
a69544bb-9c30-45b0-9e93-bd0db20937bb,447e5487-1fff-42ff-9099-014b2551a9cf
